none[0.1190]  arg1_node[0.8787]  arg2_node[0.0023]  arg1_node
none[0.9756]  arg1_node[0.0234]  arg2_node[0.0010]  none
none[0.9771]  arg1_node[0.0226]  arg2_node[0.0003]  none
none[0.0855]  arg1_node[0.0019]  arg2_node[0.9126]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9482]  arg1_node[0.0000]  arg2_node[0.0517]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9772]  arg1_node[0.0204]  arg2_node[0.0025]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.0563]  arg1_node[0.9330]  arg2_node[0.0107]  arg1_node
none[0.6901]  arg1_node[0.0106]  arg2_node[0.2993]  none
none[0.9952]  arg1_node[0.0005]  arg2_node[0.0043]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.3488]  arg1_node[0.0002]  arg2_node[0.6509]  arg2_node
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9816]  arg1_node[0.0000]  arg2_node[0.0184]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.2470]  arg1_node[0.7511]  arg2_node[0.0019]  arg1_node
none[0.9446]  arg1_node[0.0230]  arg2_node[0.0324]  none
none[0.7519]  arg1_node[0.0530]  arg2_node[0.1951]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9989]  arg1_node[0.0000]  arg2_node[0.0011]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.2871]  arg1_node[0.7112]  arg2_node[0.0017]  arg1_node
none[0.9982]  arg1_node[0.0001]  arg2_node[0.0017]  none
none[0.0388]  arg1_node[0.0002]  arg2_node[0.9611]  arg2_node
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0045]  none
none[0.9409]  arg1_node[0.0001]  arg2_node[0.0590]  none
none[0.9978]  arg1_node[0.0001]  arg2_node[0.0022]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0045]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0045]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0045]  none
none[0.9876]  arg1_node[0.0075]  arg2_node[0.0049]  none
none[0.9929]  arg1_node[0.0024]  arg2_node[0.0047]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0045]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0045]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9849]  arg1_node[0.0145]  arg2_node[0.0006]  none
none[0.9988]  arg1_node[0.0004]  arg2_node[0.0008]  none
none[0.9898]  arg1_node[0.0098]  arg2_node[0.0004]  none
none[0.9920]  arg1_node[0.0077]  arg2_node[0.0003]  none
none[0.9951]  arg1_node[0.0043]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.1716]  arg1_node[0.8064]  arg2_node[0.0219]  arg1_node
none[0.6718]  arg1_node[0.0551]  arg2_node[0.2732]  none
none[0.9805]  arg1_node[0.0066]  arg2_node[0.0129]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.3632]  arg1_node[0.0013]  arg2_node[0.6355]  arg2_node
none[0.9460]  arg1_node[0.0003]  arg2_node[0.0537]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0032]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9696]  arg1_node[0.0298]  arg2_node[0.0006]  none
none[0.9975]  arg1_node[0.0013]  arg2_node[0.0012]  none
none[0.9965]  arg1_node[0.0018]  arg2_node[0.0017]  none
none[0.9696]  arg1_node[0.0298]  arg2_node[0.0006]  none
none[0.9965]  arg1_node[0.0018]  arg2_node[0.0017]  none
none[0.1022]  arg1_node[0.8977]  arg2_node[0.0002]  arg1_node
none[0.9708]  arg1_node[0.0286]  arg2_node[0.0006]  none
none[0.9947]  arg1_node[0.0001]  arg2_node[0.0053]  none
none[0.1654]  arg1_node[0.0000]  arg2_node[0.8346]  arg2_node
none[0.9926]  arg1_node[0.0001]  arg2_node[0.0073]  none
none[0.9926]  arg1_node[0.0001]  arg2_node[0.0073]  none
none[0.9926]  arg1_node[0.0001]  arg2_node[0.0073]  none
none[0.9926]  arg1_node[0.0001]  arg2_node[0.0073]  none
none[0.0593]  arg1_node[0.9287]  arg2_node[0.0120]  arg1_node
none[0.6785]  arg1_node[0.0098]  arg2_node[0.3117]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
