none[0.4372]  arg1_node[0.5286]  arg2_node[0.0343]  arg1_node
none[0.6538]  arg1_node[0.2120]  arg2_node[0.1343]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9810]  arg1_node[0.0128]  arg2_node[0.0062]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9949]  arg1_node[0.0019]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.9951]  arg1_node[0.0017]  arg2_node[0.0032]  none
none[0.5270]  arg1_node[0.0075]  arg2_node[0.4656]  none
none[0.9862]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9728]  arg1_node[0.0006]  arg2_node[0.0266]  none
none[0.9862]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9862]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9862]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9861]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9861]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.9862]  arg1_node[0.0001]  arg2_node[0.0138]  none
none[0.7808]  arg1_node[0.2184]  arg2_node[0.0008]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.2056]  arg1_node[0.7903]  arg2_node[0.0041]  arg1_node
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9868]  arg1_node[0.0107]  arg2_node[0.0025]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.0983]  arg1_node[0.8880]  arg2_node[0.0137]  arg1_node
none[0.7535]  arg1_node[0.0063]  arg2_node[0.2402]  none
none[0.9989]  arg1_node[0.0005]  arg2_node[0.0006]  none
none[0.9966]  arg1_node[0.0003]  arg2_node[0.0032]  none
none[0.7535]  arg1_node[0.0063]  arg2_node[0.2402]  none
none[0.9989]  arg1_node[0.0005]  arg2_node[0.0006]  none
none[0.9989]  arg1_node[0.0005]  arg2_node[0.0006]  none
none[0.9966]  arg1_node[0.0003]  arg2_node[0.0032]  none
none[0.9989]  arg1_node[0.0005]  arg2_node[0.0006]  none
none[0.4216]  arg1_node[0.0002]  arg2_node[0.5782]  arg2_node
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0025]  none
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0025]  none
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0025]  none
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0025]  none
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.9974]  arg1_node[0.0000]  arg2_node[0.0026]  none
none[0.9975]  arg1_node[0.0000]  arg2_node[0.0025]  none
none[0.9864]  arg1_node[0.0000]  arg2_node[0.0136]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9955]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.9973]  arg1_node[0.0000]  arg2_node[0.0027]  none
none[0.0462]  arg1_node[0.9451]  arg2_node[0.0087]  arg1_node
none[0.6899]  arg1_node[0.0130]  arg2_node[0.2970]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9951]  arg1_node[0.0006]  arg2_node[0.0043]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9951]  arg1_node[0.0014]  arg2_node[0.0035]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.3505]  arg1_node[0.0003]  arg2_node[0.6492]  arg2_node
none[0.9345]  arg1_node[0.0001]  arg2_node[0.0654]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9345]  arg1_node[0.0001]  arg2_node[0.0654]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0035]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.8820]  arg1_node[0.0709]  arg2_node[0.0471]  none
none[0.9672]  arg1_node[0.0321]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9988]  arg1_node[0.0005]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0008]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0008]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
