none[0.6920]  arg1_node[0.3075]  arg2_node[0.0005]  none
none[0.0981]  arg1_node[0.9016]  arg2_node[0.0003]  arg1_node
none[0.9985]  arg1_node[0.0005]  arg2_node[0.0010]  none
none[0.0655]  arg1_node[0.0010]  arg2_node[0.9334]  arg2_node
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9650]  arg1_node[0.0002]  arg2_node[0.0348]  none
none[0.9986]  arg1_node[0.0002]  arg2_node[0.0013]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9964]  arg1_node[0.0002]  arg2_node[0.0034]  none
none[0.9964]  arg1_node[0.0002]  arg2_node[0.0034]  none
none[0.9964]  arg1_node[0.0002]  arg2_node[0.0034]  none
none[0.9964]  arg1_node[0.0002]  arg2_node[0.0034]  none
none[0.9964]  arg1_node[0.0002]  arg2_node[0.0034]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9698]  arg1_node[0.0274]  arg2_node[0.0028]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.9973]  arg1_node[0.0002]  arg2_node[0.0026]  none
none[0.2643]  arg1_node[0.7347]  arg2_node[0.0009]  arg1_node
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0006]  none
none[0.9988]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0625]  arg1_node[0.0003]  arg2_node[0.9372]  arg2_node
none[0.9378]  arg1_node[0.0001]  arg2_node[0.0622]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9634]  arg1_node[0.0001]  arg2_node[0.0366]  none
none[0.9922]  arg1_node[0.0001]  arg2_node[0.0078]  none
none[0.9921]  arg1_node[0.0001]  arg2_node[0.0078]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9886]  arg1_node[0.0084]  arg2_node[0.0030]  none
none[0.9762]  arg1_node[0.0232]  arg2_node[0.0006]  none
none[0.9872]  arg1_node[0.0125]  arg2_node[0.0003]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.4990]  arg1_node[0.4996]  arg2_node[0.0013]  arg1_node
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.6187]  arg1_node[0.3803]  arg2_node[0.0010]  none
none[0.8425]  arg1_node[0.1569]  arg2_node[0.0006]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9512]  arg1_node[0.0447]  arg2_node[0.0041]  none
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
