doc_146.txt.ptree,0,6,0..5,Stock
doc_146.txt.ptree,0,8,6..15,exchanges
doc_146.txt.ptree,0,10,15..16,COMMA
doc_146.txt.ptree,0,13,17..22,banks
doc_146.txt.ptree,0,15,22..23,COMMA
doc_146.txt.ptree,0,18,24..34,government
doc_146.txt.ptree,0,20,35..42,offices
doc_146.txt.ptree,0,22,43..46,and
doc_146.txt.ptree,0,26,47..51,most
doc_146.txt.ptree,0,28,52..62,businesses
doc_146.txt.ptree,0,31,63..65,in
doc_146.txt.ptree,0,34,66..72,Canada
doc_146.txt.ptree,0,37,73..77,will
doc_146.txt.ptree,0,40,78..80,be
doc_146.txt.ptree,0,43,81..87,closed
doc_146.txt.ptree,0,46,88..96,tomorrow
doc_146.txt.ptree,0,49,97..100,for
doc_146.txt.ptree,0,52,101..104,the
doc_146.txt.ptree,0,54,105..109,Good
doc_146.txt.ptree,0,56,110..116,Friday
doc_146.txt.ptree,0,58,117..124,holiday
doc_146.txt.ptree,0,60,124..125,.
doc_146.txt.ptree,1,5,127..131,Most
doc_146.txt.ptree,1,7,132..142,government
doc_146.txt.ptree,1,9,143..150,offices
doc_146.txt.ptree,1,12,151..155,also
doc_146.txt.ptree,1,15,156..160,will
doc_146.txt.ptree,1,18,161..163,be
doc_146.txt.ptree,1,21,164..170,closed
doc_146.txt.ptree,1,24,171..177,Monday
doc_146.txt.ptree,1,26,177..178,.
doc_146.txt.ptree,2,5,180..185,There
doc_146.txt.ptree,2,8,186..188,wo
doc_146.txt.ptree,2,10,188..191,n't
doc_146.txt.ptree,2,13,192..194,be
doc_146.txt.ptree,2,17,195..198,any
doc_146.txt.ptree,2,19,199..203,mail
doc_146.txt.ptree,2,21,204..212,delivery
doc_146.txt.ptree,2,24,213..215,in
doc_146.txt.ptree,2,28,216..222,Canada
doc_146.txt.ptree,2,31,223..229,either
doc_146.txt.ptree,2,33,230..233,day
doc_146.txt.ptree,2,35,233..234,.
