doc_3.txt.ptree,0,5,0..7,Smoking
doc_3.txt.ptree,0,8,8..10,is
doc_3.txt.ptree,0,11,11..21,everywhere
doc_3.txt.ptree,0,14,22..27,under
doc_3.txt.ptree,0,17,28..34,attack
doc_3.txt.ptree,0,19,34..35,.
doc_3.txt.ptree,1,5,37..41,This
doc_3.txt.ptree,1,7,42..46,week
doc_3.txt.ptree,1,10,47..48,a
doc_3.txt.ptree,1,12,49..54,House
doc_3.txt.ptree,1,14,55..67,subcommittee
doc_3.txt.ptree,1,17,68..78,considered
doc_3.txt.ptree,1,21,79..82,the
doc_3.txt.ptree,1,23,83..93,Smoke-Free
doc_3.txt.ptree,1,25,94..105,Environment
doc_3.txt.ptree,1,27,106..109,Act
doc_3.txt.ptree,1,29,109..110,COMMA
doc_3.txt.ptree,1,33,111..116,which
doc_3.txt.ptree,1,37,117..122,would
doc_3.txt.ptree,1,40,123..126,ban
doc_3.txt.ptree,1,43,127..134,smoking
doc_3.txt.ptree,1,46,135..137,in
doc_3.txt.ptree,1,50,138..144,almost
doc_3.txt.ptree,1,52,145..148,all
doc_3.txt.ptree,1,54,149..155,indoor
doc_3.txt.ptree,1,56,156..165,locations
doc_3.txt.ptree,1,59,166..172,except
doc_3.txt.ptree,1,62,173..183,residences
doc_3.txt.ptree,1,64,183..184,.
doc_3.txt.ptree,2,5,186..189,New
doc_3.txt.ptree,2,7,190..194,York
doc_3.txt.ptree,2,10,195..197,is
doc_3.txt.ptree,2,13,198..204,poised
doc_3.txt.ptree,2,17,205..207,to
doc_3.txt.ptree,2,20,208..212,join
doc_3.txt.ptree,2,23,213..217,many
doc_3.txt.ptree,2,25,218..223,other
doc_3.txt.ptree,2,27,224..230,cities
doc_3.txt.ptree,2,30,231..237,across
doc_3.txt.ptree,2,34,238..241,the
doc_3.txt.ptree,2,36,242..249,country
doc_3.txt.ptree,2,38,249..250,COMMA
doc_3.txt.ptree,2,41,251..260,including
doc_3.txt.ptree,2,45,261..264,Los
doc_3.txt.ptree,2,47,265..272,Angeles
doc_3.txt.ptree,2,49,273..276,and
doc_3.txt.ptree,2,52,277..280,San
doc_3.txt.ptree,2,54,281..290,Francisco
doc_3.txt.ptree,2,56,290..291,COMMA
doc_3.txt.ptree,2,60,292..296,that
doc_3.txt.ptree,2,64,297..301,have
doc_3.txt.ptree,2,67,302..310,recently
doc_3.txt.ptree,2,70,311..318,enacted
doc_3.txt.ptree,2,73,319..327,sweeping
doc_3.txt.ptree,2,75,328..340,restrictions
doc_3.txt.ptree,2,78,341..343,on
doc_3.txt.ptree,2,81,344..351,smoking
doc_3.txt.ptree,2,83,351..352,.
doc_3.txt.ptree,3,5,354..356,In
doc_3.txt.ptree,3,8,357..360,the
doc_3.txt.ptree,3,10,361..365,past
doc_3.txt.ptree,3,12,366..370,year
doc_3.txt.ptree,3,14,370..371,COMMA
doc_3.txt.ptree,3,18,372..379,Vermont
doc_3.txt.ptree,3,20,379..380,COMMA
doc_3.txt.ptree,3,22,381..389,Maryland
doc_3.txt.ptree,3,24,390..393,and
doc_3.txt.ptree,3,26,394..404,Washington
doc_3.txt.ptree,3,29,405..410,state
doc_3.txt.ptree,3,32,411..415,have
doc_3.txt.ptree,3,35,416..420,also
doc_3.txt.ptree,3,38,421..428,adopted
doc_3.txt.ptree,3,41,429..436,smoking
doc_3.txt.ptree,3,43,437..441,bans
doc_3.txt.ptree,3,45,441..442,COMMA
doc_3.txt.ptree,3,48,443..445,as
doc_3.txt.ptree,3,52,446..450,have
doc_3.txt.ptree,3,56,451..456,major
doc_3.txt.ptree,3,58,457..463,public
doc_3.txt.ptree,3,60,464..473,employers
doc_3.txt.ptree,3,62,473..474,COMMA
