doc_125.txt.ptree,0,5,0..2,TJ
doc_125.txt.ptree,0,7,3..10,Systems
doc_125.txt.ptree,0,9,11..16,Corp.
doc_125.txt.ptree,0,12,17..21,said
doc_125.txt.ptree,0,17,22..24,it
doc_125.txt.ptree,0,20,25..31,agreed
doc_125.txt.ptree,0,24,32..34,to
doc_125.txt.ptree,0,27,35..42,acquire
doc_125.txt.ptree,0,31,43..50,Pacific
doc_125.txt.ptree,0,33,51..59,Mountain
doc_125.txt.ptree,0,35,60..68,Computer
doc_125.txt.ptree,0,37,69..77,Products
doc_125.txt.ptree,0,39,78..82,Inc.
doc_125.txt.ptree,0,41,82..83,COMMA
doc_125.txt.ptree,0,45,84..87,Van
doc_125.txt.ptree,0,47,88..92,Nuys
doc_125.txt.ptree,0,49,92..93,COMMA
doc_125.txt.ptree,0,52,94..100,Calif.
doc_125.txt.ptree,0,54,99..100,.
doc_125.txt.ptree,1,5,102..107,Terms
doc_125.txt.ptree,1,8,108..112,were
doc_125.txt.ptree,1,10,112..115,n't
doc_125.txt.ptree,1,13,116..125,disclosed
doc_125.txt.ptree,1,15,125..126,.
doc_125.txt.ptree,2,6,128..131,The
doc_125.txt.ptree,2,8,132..143,acquisition
doc_125.txt.ptree,2,11,144..149,would
doc_125.txt.ptree,2,14,150..158,increase
doc_125.txt.ptree,2,18,159..161,TJ
doc_125.txt.ptree,2,20,162..169,Systems
doc_125.txt.ptree,2,22,169..170,'
doc_125.txt.ptree,2,24,171..177,annual
doc_125.txt.ptree,2,26,178..185,revenue
doc_125.txt.ptree,2,29,186..188,to
doc_125.txt.ptree,2,34,189..190,$
doc_125.txt.ptree,2,36,190..192,20
doc_125.txt.ptree,2,38,193..200,million
doc_125.txt.ptree,2,40,200..201,COMMA
doc_125.txt.ptree,2,42,202..204,or
doc_125.txt.ptree,2,45,205..207,40
doc_125.txt.ptree,2,47,207..208,%
doc_125.txt.ptree,2,49,208..209,COMMA
doc_125.txt.ptree,2,52,210..213,the
doc_125.txt.ptree,2,54,214..221,company
doc_125.txt.ptree,2,57,222..226,said
doc_125.txt.ptree,2,59,226..227,.
doc_125.txt.ptree,3,5,229..231,TJ
doc_125.txt.ptree,3,8,232..234,is
doc_125.txt.ptree,3,11,235..242,engaged
doc_125.txt.ptree,3,14,243..252,primarily
doc_125.txt.ptree,3,17,253..255,in
doc_125.txt.ptree,3,21,256..259,the
doc_125.txt.ptree,3,23,260..267,leasing
doc_125.txt.ptree,3,26,268..270,of
doc_125.txt.ptree,3,30,271..279,computer
doc_125.txt.ptree,3,32,280..283,and
doc_125.txt.ptree,3,34,284..302,telecommunications
doc_125.txt.ptree,3,36,303..312,equipment
doc_125.txt.ptree,3,38,312..313,.
doc_125.txt.ptree,4,5,315..317,TJ
doc_125.txt.ptree,4,8,318..322,said
doc_125.txt.ptree,4,12,323..329,owning
doc_125.txt.ptree,4,19,330..337,closely
doc_125.txt.ptree,4,21,338..342,held
doc_125.txt.ptree,4,23,343..350,Pacific
doc_125.txt.ptree,4,25,350..351,COMMA
doc_125.txt.ptree,4,29,352..357,which
doc_125.txt.ptree,4,33,358..369,distributes
doc_125.txt.ptree,4,36,370..378,computer
doc_125.txt.ptree,4,38,379..388,equipment
doc_125.txt.ptree,4,40,388..389,COMMA
doc_125.txt.ptree,4,43,390..395,would
doc_125.txt.ptree,4,46,396..403,broaden
doc_125.txt.ptree,4,50,404..406,TJ
doc_125.txt.ptree,4,52,406..408,'s
doc_125.txt.ptree,4,54,409..417,customer
doc_125.txt.ptree,4,56,418..422,base
doc_125.txt.ptree,4,58,422..423,COMMA
doc_125.txt.ptree,4,61,424..429,while
doc_125.txt.ptree,4,65,430..439,providing
doc_125.txt.ptree,4,68,440..455,diversification
doc_125.txt.ptree,4,70,455..456,.
