doc_39.txt.ptree,0,5,0..11,Information
doc_39.txt.ptree,0,7,11..12,:
doc_39.txt.ptree,0,12,13..18,Facts
doc_39.txt.ptree,0,14,18..19,COMMA
doc_39.txt.ptree,0,17,20..24,data
doc_39.txt.ptree,0,19,25..27,or
doc_39.txt.ptree,0,22,28..37,knowledge
doc_39.txt.ptree,0,25,38..44,gained
doc_39.txt.ptree,0,28,45..49,from
doc_39.txt.ptree,0,31,50..63,investigation
doc_39.txt.ptree,0,33,63..64,.
doc_39.txt.ptree,1,5,66..76,Propaganda
doc_39.txt.ptree,1,7,76..77,:
doc_39.txt.ptree,1,11,78..87,Spreading
doc_39.txt.ptree,1,14,88..90,of
doc_39.txt.ptree,1,17,91..96,ideas
doc_39.txt.ptree,1,19,96..97,COMMA
doc_39.txt.ptree,1,21,98..109,information
doc_39.txt.ptree,1,23,110..112,or
doc_39.txt.ptree,1,25,113..124,allegations
doc_39.txt.ptree,1,28,125..128,for
doc_39.txt.ptree,1,32,129..132,the
doc_39.txt.ptree,1,34,133..140,purpose
doc_39.txt.ptree,1,37,141..143,of
doc_39.txt.ptree,1,41,144..151,helping
doc_39.txt.ptree,1,43,152..154,or
doc_39.txt.ptree,1,45,155..163,injuring
doc_39.txt.ptree,1,48,164..166,an
doc_39.txt.ptree,1,50,167..178,institution
doc_39.txt.ptree,1,52,179..181,or
doc_39.txt.ptree,1,54,182..187,cause
doc_39.txt.ptree,1,56,187..188,.
doc_39.txt.ptree,2,5,190..195,Which
doc_39.txt.ptree,2,8,196..198,is
doc_39.txt.ptree,2,12,199..202,the
doc_39.txt.ptree,2,14,203..209,proper
doc_39.txt.ptree,2,16,210..214,role
doc_39.txt.ptree,2,19,215..218,for
doc_39.txt.ptree,2,22,219..228,corporate
doc_39.txt.ptree,2,24,229..238,financial
doc_39.txt.ptree,2,26,239..249,statements
doc_39.txt.ptree,2,28,249..250,?
doc_39.txt.ptree,3,6,252..263,Information
doc_39.txt.ptree,3,9,264..267,vs.
doc_39.txt.ptree,3,12,268..278,propaganda
doc_39.txt.ptree,3,15,279..281,is
doc_39.txt.ptree,3,18,282..284,at
doc_39.txt.ptree,3,22,285..288,the
doc_39.txt.ptree,3,24,289..294,heart
doc_39.txt.ptree,3,27,295..297,of
doc_39.txt.ptree,3,31,298..299,a
doc_39.txt.ptree,3,33,300..308,question
doc_39.txt.ptree,3,37,309..313,that
doc_39.txt.ptree,3,41,314..317,has
doc_39.txt.ptree,3,44,318..324,arisen
doc_39.txt.ptree,3,47,325..327,in
doc_39.txt.ptree,3,51,328..331,the
doc_39.txt.ptree,3,53,332..339,current
doc_39.txt.ptree,3,55,340..346,debate
doc_39.txt.ptree,3,58,347..352,about
doc_39.txt.ptree,3,62,353..363,accounting
doc_39.txt.ptree,3,65,364..367,for
doc_39.txt.ptree,3,68,368..373,stock
doc_39.txt.ptree,3,70,374..381,options
doc_39.txt.ptree,3,72,381..382,.
doc_39.txt.ptree,4,4,384..390,Should
doc_39.txt.ptree,4,7,391..394,the
doc_39.txt.ptree,4,9,395..404,Financial
doc_39.txt.ptree,4,11,405..415,Accounting
doc_39.txt.ptree,4,13,416..425,Standards
doc_39.txt.ptree,4,15,426..431,Board
doc_39.txt.ptree,4,19,432..436,back
doc_39.txt.ptree,4,22,437..440,off
doc_39.txt.ptree,4,25,441..445,from
doc_39.txt.ptree,4,27,446..448,or
doc_39.txt.ptree,4,30,449..455,modify
doc_39.txt.ptree,4,33,456..457,a
doc_39.txt.ptree,4,35,458..466,proposed
doc_39.txt.ptree,4,37,467..477,accounting
doc_39.txt.ptree,4,39,478..486,standard
doc_39.txt.ptree,4,42,487..493,solely
doc_39.txt.ptree,4,45,494..501,because
doc_39.txt.ptree,4,49,502..506,some
doc_39.txt.ptree,4,52,507..513,allege
doc_39.txt.ptree,4,57,514..516,it
doc_39.txt.ptree,4,60,517..522,would
doc_39.txt.ptree,4,63,523..527,make
doc_39.txt.ptree,4,67,528..530,it
doc_39.txt.ptree,4,71,531..535,more
doc_39.txt.ptree,4,73,536..542,costly
doc_39.txt.ptree,4,75,543..545,or
doc_39.txt.ptree,4,78,546..550,more
doc_39.txt.ptree,4,80,551..560,difficult
doc_39.txt.ptree,4,83,561..564,for
doc_39.txt.ptree,4,86,565..569,some
doc_39.txt.ptree,4,88,570..579,companies
