none[0.4239]  arg1_node[0.5744]  arg2_node[0.0016]  arg1_node
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9512]  arg1_node[0.0447]  arg2_node[0.0041]  none
none[0.9954]  arg1_node[0.0040]  arg2_node[0.0006]  none
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.4156]  arg1_node[0.5572]  arg2_node[0.0272]  arg1_node
none[0.6532]  arg1_node[0.2348]  arg2_node[0.1119]  none
none[0.9954]  arg1_node[0.0019]  arg2_node[0.0027]  none
none[0.9806]  arg1_node[0.0142]  arg2_node[0.0052]  none
none[0.9954]  arg1_node[0.0019]  arg2_node[0.0027]  none
none[0.5704]  arg1_node[0.0090]  arg2_node[0.4206]  none
none[0.9884]  arg1_node[0.0001]  arg2_node[0.0115]  none
none[0.9884]  arg1_node[0.0001]  arg2_node[0.0115]  none
none[0.9884]  arg1_node[0.0001]  arg2_node[0.0115]  none
none[0.9884]  arg1_node[0.0001]  arg2_node[0.0115]  none
none[0.9884]  arg1_node[0.0001]  arg2_node[0.0115]  none
none[0.9884]  arg1_node[0.0001]  arg2_node[0.0115]  none
none[0.9771]  arg1_node[0.0006]  arg2_node[0.0223]  none
none[0.9884]  arg1_node[0.0001]  arg2_node[0.0115]  none
none[0.9824]  arg1_node[0.0168]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0008]  arg2_node[0.0018]  none
none[0.4833]  arg1_node[0.5069]  arg2_node[0.0097]  arg1_node
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.4212]  arg1_node[0.0468]  arg2_node[0.5320]  arg2_node
none[0.9281]  arg1_node[0.0702]  arg2_node[0.0017]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9981]  arg1_node[0.0006]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0008]  arg2_node[0.0018]  none
none[0.7444]  arg1_node[0.0324]  arg2_node[0.2232]  none
none[0.9833]  arg1_node[0.0160]  arg2_node[0.0008]  none
none[0.9944]  arg1_node[0.0000]  arg2_node[0.0056]  none
none[0.9945]  arg1_node[0.0000]  arg2_node[0.0055]  none
none[0.9085]  arg1_node[0.0000]  arg2_node[0.0914]  none
none[0.9945]  arg1_node[0.0000]  arg2_node[0.0055]  none
none[0.9945]  arg1_node[0.0000]  arg2_node[0.0055]  none
none[0.9945]  arg1_node[0.0000]  arg2_node[0.0054]  none
none[0.9946]  arg1_node[0.0000]  arg2_node[0.0054]  none
none[0.9946]  arg1_node[0.0000]  arg2_node[0.0054]  none
none[0.9945]  arg1_node[0.0000]  arg2_node[0.0055]  none
none[0.9945]  arg1_node[0.0000]  arg2_node[0.0055]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9869]  arg1_node[0.0126]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0013]  none
none[0.9869]  arg1_node[0.0126]  arg2_node[0.0005]  none
none[0.9921]  arg1_node[0.0076]  arg2_node[0.0003]  none
none[0.9923]  arg1_node[0.0074]  arg2_node[0.0003]  none
none[0.9618]  arg1_node[0.0374]  arg2_node[0.0008]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9951]  arg1_node[0.0043]  arg2_node[0.0007]  none
none[0.1716]  arg1_node[0.8064]  arg2_node[0.0219]  arg1_node
none[0.6718]  arg1_node[0.0551]  arg2_node[0.2732]  none
none[0.9805]  arg1_node[0.0066]  arg2_node[0.0129]  none
none[0.9988]  arg1_node[0.0004]  arg2_node[0.0008]  none
none[0.9988]  arg1_node[0.0004]  arg2_node[0.0008]  none
none[0.9988]  arg1_node[0.0004]  arg2_node[0.0008]  none
none[0.9988]  arg1_node[0.0004]  arg2_node[0.0008]  none
none[0.9988]  arg1_node[0.0004]  arg2_node[0.0008]  none
none[0.9988]  arg1_node[0.0004]  arg2_node[0.0008]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.9989]  arg1_node[0.0004]  arg2_node[0.0007]  none
none[0.3632]  arg1_node[0.0013]  arg2_node[0.6355]  arg2_node
none[0.9460]  arg1_node[0.0003]  arg2_node[0.0537]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0032]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0032]  none
none[0.9969]  arg1_node[0.0000]  arg2_node[0.0031]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0032]  none
none[0.9968]  arg1_node[0.0000]  arg2_node[0.0032]  none
none[0.4590]  arg1_node[0.5354]  arg2_node[0.0056]  arg1_node
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0011]  none
none[0.9057]  arg1_node[0.0919]  arg2_node[0.0024]  none
none[0.9683]  arg1_node[0.0270]  arg2_node[0.0047]  none
none[0.9950]  arg1_node[0.0038]  arg2_node[0.0012]  none
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0011]  none
none[0.9980]  arg1_node[0.0001]  arg2_node[0.0018]  none
none[0.0354]  arg1_node[0.0001]  arg2_node[0.9645]  arg2_node
none[0.9950]  arg1_node[0.0000]  arg2_node[0.0049]  none
none[0.9354]  arg1_node[0.0001]  arg2_node[0.0645]  none
none[0.9950]  arg1_node[0.0000]  arg2_node[0.0049]  none
none[0.9950]  arg1_node[0.0000]  arg2_node[0.0049]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.5255]  arg1_node[0.0726]  arg2_node[0.4019]  none
none[0.9796]  arg1_node[0.0201]  arg2_node[0.0002]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9658]  arg1_node[0.0327]  arg2_node[0.0015]  none
none[0.9658]  arg1_node[0.0327]  arg2_node[0.0015]  none
none[0.9974]  arg1_node[0.0008]  arg2_node[0.0018]  none
none[0.7081]  arg1_node[0.2900]  arg2_node[0.0019]  none
none[0.7180]  arg1_node[0.2779]  arg2_node[0.0041]  none
none[0.9828]  arg1_node[0.0164]  arg2_node[0.0008]  none
none[0.9833]  arg1_node[0.0160]  arg2_node[0.0008]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.9924]  arg1_node[0.0000]  arg2_node[0.0076]  none
none[0.8678]  arg1_node[0.1307]  arg2_node[0.0015]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9977]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.9977]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9977]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.6213]  arg1_node[0.3758]  arg2_node[0.0029]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9807]  arg1_node[0.0182]  arg2_node[0.0011]  none
none[0.9770]  arg1_node[0.0218]  arg2_node[0.0011]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9983]  arg1_node[0.0005]  arg2_node[0.0012]  none
none[0.9875]  arg1_node[0.0120]  arg2_node[0.0006]  none
none[0.0450]  arg1_node[0.0006]  arg2_node[0.9544]  arg2_node
none[0.9948]  arg1_node[0.0000]  arg2_node[0.0052]  none
none[0.9394]  arg1_node[0.0000]  arg2_node[0.0606]  none
none[0.9948]  arg1_node[0.0000]  arg2_node[0.0052]  none
none[0.9948]  arg1_node[0.0000]  arg2_node[0.0052]  none
none[0.9947]  arg1_node[0.0000]  arg2_node[0.0052]  none
none[0.9947]  arg1_node[0.0000]  arg2_node[0.0052]  none
none[0.9947]  arg1_node[0.0000]  arg2_node[0.0052]  none
none[0.9932]  arg1_node[0.0000]  arg2_node[0.0068]  none
none[0.9932]  arg1_node[0.0000]  arg2_node[0.0068]  none
none[0.9932]  arg1_node[0.0000]  arg2_node[0.0068]  none
