none[0.4561]  arg1_node[0.5344]  arg2_node[0.0095]  arg1_node
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.4098]  arg1_node[0.0509]  arg2_node[0.5393]  arg2_node
none[0.9205]  arg1_node[0.0777]  arg2_node[0.0018]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.7348]  arg1_node[0.0357]  arg2_node[0.2295]  none
none[0.9814]  arg1_node[0.0178]  arg2_node[0.0008]  none
none[0.9942]  arg1_node[0.0000]  arg2_node[0.0058]  none
none[0.9882]  arg1_node[0.0037]  arg2_node[0.0082]  none
none[0.9941]  arg1_node[0.0000]  arg2_node[0.0059]  none
none[0.9941]  arg1_node[0.0000]  arg2_node[0.0058]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9941]  arg1_node[0.0000]  arg2_node[0.0058]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.9921]  arg1_node[0.0000]  arg2_node[0.0079]  none
none[0.2056]  arg1_node[0.7903]  arg2_node[0.0041]  arg1_node
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9868]  arg1_node[0.0107]  arg2_node[0.0025]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9600]  arg1_node[0.0144]  arg2_node[0.0256]  none
none[0.0763]  arg1_node[0.9114]  arg2_node[0.0123]  arg1_node
none[0.7259]  arg1_node[0.0080]  arg2_node[0.2661]  none
none[0.9987]  arg1_node[0.0007]  arg2_node[0.0007]  none
none[0.9960]  arg1_node[0.0003]  arg2_node[0.0037]  none
none[0.9987]  arg1_node[0.0007]  arg2_node[0.0007]  none
none[0.9962]  arg1_node[0.0008]  arg2_node[0.0030]  none
none[0.9987]  arg1_node[0.0007]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0007]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0007]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0007]  arg2_node[0.0007]  none
none[0.3879]  arg1_node[0.0002]  arg2_node[0.6119]  arg2_node
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9844]  arg1_node[0.0000]  arg2_node[0.0156]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.0512]  arg1_node[0.9407]  arg2_node[0.0081]  arg1_node
none[0.7252]  arg1_node[0.0123]  arg2_node[0.2625]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9959]  arg1_node[0.0005]  arg2_node[0.0036]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.3909]  arg1_node[0.0003]  arg2_node[0.6088]  arg2_node
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9846]  arg1_node[0.0000]  arg2_node[0.0154]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9949]  arg1_node[0.0001]  arg2_node[0.0050]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.5303]  arg1_node[0.0462]  arg2_node[0.4236]  none
none[0.9846]  arg1_node[0.0143]  arg2_node[0.0010]  none
none[0.9925]  arg1_node[0.0000]  arg2_node[0.0074]  none
none[0.8825]  arg1_node[0.0000]  arg2_node[0.1175]  none
none[0.9925]  arg1_node[0.0000]  arg2_node[0.0075]  none
none[0.1103]  arg1_node[0.8893]  arg2_node[0.0004]  arg1_node
none[0.9984]  arg1_node[0.0005]  arg2_node[0.0011]  none
none[0.0579]  arg1_node[0.0008]  arg2_node[0.9413]  arg2_node
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9603]  arg1_node[0.0002]  arg2_node[0.0395]  none
none[0.9984]  arg1_node[0.0002]  arg2_node[0.0014]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0030]  none
none[0.9960]  arg1_node[0.0002]  arg2_node[0.0038]  none
none[0.9960]  arg1_node[0.0002]  arg2_node[0.0038]  none
none[0.9960]  arg1_node[0.0002]  arg2_node[0.0038]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0030]  none
none[0.9960]  arg1_node[0.0002]  arg2_node[0.0038]  none
none[0.9960]  arg1_node[0.0002]  arg2_node[0.0038]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9727]  arg1_node[0.0241]  arg2_node[0.0032]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0029]  none
