none[0.6817]  arg1_node[0.2889]  arg2_node[0.0295]  none
none[0.9795]  arg1_node[0.0199]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.4884]  arg1_node[0.5090]  arg2_node[0.0026]  arg1_node
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9159]  arg1_node[0.0831]  arg2_node[0.0011]  none
none[0.9737]  arg1_node[0.0242]  arg2_node[0.0021]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9979]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9761]  arg1_node[0.0226]  arg2_node[0.0013]  none
none[0.9964]  arg1_node[0.0009]  arg2_node[0.0026]  none
none[0.9761]  arg1_node[0.0226]  arg2_node[0.0013]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9761]  arg1_node[0.0226]  arg2_node[0.0013]  none
none[0.9761]  arg1_node[0.0226]  arg2_node[0.0013]  none
none[0.9964]  arg1_node[0.0009]  arg2_node[0.0026]  none
none[0.9744]  arg1_node[0.0241]  arg2_node[0.0014]  none
none[0.9964]  arg1_node[0.0009]  arg2_node[0.0026]  none
none[0.9611]  arg1_node[0.0364]  arg2_node[0.0025]  none
none[0.9866]  arg1_node[0.0109]  arg2_node[0.0026]  none
none[0.9707]  arg1_node[0.0286]  arg2_node[0.0007]  none
none[0.1900]  arg1_node[0.6263]  arg2_node[0.1838]  arg1_node
none[0.8136]  arg1_node[0.1829]  arg2_node[0.0034]  none
none[0.9964]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.9964]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.9964]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.1884]  arg1_node[0.0272]  arg2_node[0.7843]  arg2_node
none[0.9727]  arg1_node[0.0096]  arg2_node[0.0177]  none
none[0.9885]  arg1_node[0.0000]  arg2_node[0.0114]  none
none[0.9885]  arg1_node[0.0000]  arg2_node[0.0114]  none
none[0.9885]  arg1_node[0.0000]  arg2_node[0.0115]  none
none[0.9886]  arg1_node[0.0000]  arg2_node[0.0114]  none
none[0.1057]  arg1_node[0.8940]  arg2_node[0.0003]  arg1_node
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.0734]  arg1_node[0.0011]  arg2_node[0.9256]  arg2_node
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
