none[0.9061]  arg1_node[0.0933]  arg2_node[0.0006]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9872]  arg1_node[0.0125]  arg2_node[0.0003]  none
none[0.4990]  arg1_node[0.4996]  arg2_node[0.0013]  arg1_node
none[0.6187]  arg1_node[0.3803]  arg2_node[0.0010]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.8425]  arg1_node[0.1569]  arg2_node[0.0006]  none
none[0.9512]  arg1_node[0.0447]  arg2_node[0.0041]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.0462]  arg1_node[0.9451]  arg2_node[0.0087]  arg1_node
none[0.6899]  arg1_node[0.0130]  arg2_node[0.2970]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9951]  arg1_node[0.0006]  arg2_node[0.0043]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.3505]  arg1_node[0.0003]  arg2_node[0.6492]  arg2_node
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9817]  arg1_node[0.0000]  arg2_node[0.0183]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9966]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9966]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
