none[0.9926]  arg1_node[0.0069]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9966]  arg1_node[0.0028]  arg2_node[0.0005]  none
none[0.6338]  arg1_node[0.3654]  arg2_node[0.0009]  none
none[0.4988]  arg1_node[0.4983]  arg2_node[0.0029]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9189]  arg1_node[0.0799]  arg2_node[0.0012]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9745]  arg1_node[0.0232]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0019]  arg2_node[0.0006]  none
none[0.9962]  arg1_node[0.0032]  arg2_node[0.0006]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0705]  arg1_node[0.0002]  arg2_node[0.9292]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9677]  arg1_node[0.0000]  arg2_node[0.0323]  none
none[0.9988]  arg1_node[0.0000]  arg2_node[0.0012]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9442]  arg1_node[0.0527]  arg2_node[0.0031]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9442]  arg1_node[0.0527]  arg2_node[0.0031]  none
none[0.9442]  arg1_node[0.0527]  arg2_node[0.0031]  none
none[0.9442]  arg1_node[0.0527]  arg2_node[0.0031]  none
none[0.9442]  arg1_node[0.0527]  arg2_node[0.0031]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9442]  arg1_node[0.0527]  arg2_node[0.0031]  none
none[0.2969]  arg1_node[0.6983]  arg2_node[0.0048]  arg1_node
none[0.9964]  arg1_node[0.0009]  arg2_node[0.0026]  none
none[0.9964]  arg1_node[0.0009]  arg2_node[0.0026]  none
none[0.5642]  arg1_node[0.3981]  arg2_node[0.0377]  none
none[0.7331]  arg1_node[0.1387]  arg2_node[0.1282]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.9871]  arg1_node[0.0075]  arg2_node[0.0053]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.5680]  arg1_node[0.0047]  arg2_node[0.4273]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0117]  none
none[0.9769]  arg1_node[0.0003]  arg2_node[0.0228]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0117]  none
none[0.9844]  arg1_node[0.0001]  arg2_node[0.0156]  none
none[0.9844]  arg1_node[0.0001]  arg2_node[0.0156]  none
none[0.2508]  arg1_node[0.7476]  arg2_node[0.0016]  arg1_node
none[0.9980]  arg1_node[0.0002]  arg2_node[0.0018]  none
none[0.9977]  arg1_node[0.0012]  arg2_node[0.0011]  none
none[0.0360]  arg1_node[0.0002]  arg2_node[0.9639]  arg2_node
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9364]  arg1_node[0.0001]  arg2_node[0.0635]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9857]  arg1_node[0.0090]  arg2_node[0.0053]  none
none[0.9946]  arg1_node[0.0005]  arg2_node[0.0049]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9897]  arg1_node[0.0052]  arg2_node[0.0051]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9951]  arg1_node[0.0001]  arg2_node[0.0048]  none
none[0.9182]  arg1_node[0.0813]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9747]  arg1_node[0.0250]  arg2_node[0.0003]  none
none[0.9350]  arg1_node[0.0645]  arg2_node[0.0005]  none
none[0.6757]  arg1_node[0.3236]  arg2_node[0.0007]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9687]  arg1_node[0.0308]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0014]  arg2_node[0.0007]  none
none[0.9451]  arg1_node[0.0544]  arg2_node[0.0005]  none
none[0.4425]  arg1_node[0.5549]  arg2_node[0.0026]  arg1_node
none[0.9006]  arg1_node[0.0983]  arg2_node[0.0011]  none
none[0.9688]  arg1_node[0.0290]  arg2_node[0.0022]  none
none[0.9971]  arg1_node[0.0023]  arg2_node[0.0006]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0716]  arg1_node[0.0003]  arg2_node[0.9280]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9682]  arg1_node[0.0001]  arg2_node[0.0317]  none
none[0.9988]  arg1_node[0.0001]  arg2_node[0.0011]  none
none[0.9872]  arg1_node[0.0125]  arg2_node[0.0003]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9872]  arg1_node[0.0124]  arg2_node[0.0003]  none
none[0.3333]  arg1_node[0.6646]  arg2_node[0.0021]  arg1_node
none[0.4239]  arg1_node[0.5744]  arg2_node[0.0016]  arg1_node
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9512]  arg1_node[0.0447]  arg2_node[0.0041]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9642]  arg1_node[0.0285]  arg2_node[0.0072]  none
none[0.5642]  arg1_node[0.3981]  arg2_node[0.0377]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.5680]  arg1_node[0.0047]  arg2_node[0.4273]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0117]  none
none[0.9769]  arg1_node[0.0003]  arg2_node[0.0228]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0117]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9881]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9881]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.6187]  arg1_node[0.3803]  arg2_node[0.0010]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.8425]  arg1_node[0.1569]  arg2_node[0.0006]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9512]  arg1_node[0.0447]  arg2_node[0.0041]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9872]  arg1_node[0.0125]  arg2_node[0.0003]  none
none[0.4239]  arg1_node[0.5744]  arg2_node[0.0016]  arg1_node
