none[0.1190]  arg1_node[0.8787]  arg2_node[0.0023]  arg1_node
none[0.9756]  arg1_node[0.0234]  arg2_node[0.0010]  none
none[0.9771]  arg1_node[0.0226]  arg2_node[0.0003]  none
none[0.0855]  arg1_node[0.0019]  arg2_node[0.9126]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9482]  arg1_node[0.0000]  arg2_node[0.0517]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9772]  arg1_node[0.0204]  arg2_node[0.0025]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.6854]  arg1_node[0.1842]  arg2_node[0.1304]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9973]  arg1_node[0.0009]  arg2_node[0.0018]  none
none[0.9973]  arg1_node[0.0009]  arg2_node[0.0018]  none
none[0.9973]  arg1_node[0.0009]  arg2_node[0.0018]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.7348]  arg1_node[0.0357]  arg2_node[0.2295]  none
none[0.8788]  arg1_node[0.1078]  arg2_node[0.0134]  none
none[0.9939]  arg1_node[0.0008]  arg2_node[0.0053]  none
none[0.9980]  arg1_node[0.0007]  arg2_node[0.0014]  none
none[0.9814]  arg1_node[0.0178]  arg2_node[0.0008]  none
none[0.9337]  arg1_node[0.0050]  arg2_node[0.0613]  none
none[0.9942]  arg1_node[0.0000]  arg2_node[0.0058]  none
none[0.9920]  arg1_node[0.0075]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9865]  arg1_node[0.0130]  arg2_node[0.0005]  none
none[0.2702]  arg1_node[0.7284]  arg2_node[0.0015]  arg1_node
none[0.2836]  arg1_node[0.7155]  arg2_node[0.0009]  arg1_node
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0715]  arg1_node[0.0003]  arg2_node[0.9282]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9681]  arg1_node[0.0001]  arg2_node[0.0318]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9897]  arg1_node[0.0077]  arg2_node[0.0026]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9484]  arg1_node[0.0505]  arg2_node[0.0011]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9484]  arg1_node[0.0505]  arg2_node[0.0011]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9484]  arg1_node[0.0505]  arg2_node[0.0011]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9484]  arg1_node[0.0505]  arg2_node[0.0011]  none
none[0.9765]  arg1_node[0.0230]  arg2_node[0.0005]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.6469]  arg1_node[0.2916]  arg2_node[0.0615]  none
none[0.2930]  arg1_node[0.6993]  arg2_node[0.0077]  arg1_node
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9698]  arg1_node[0.0260]  arg2_node[0.0042]  none
none[0.9953]  arg1_node[0.0036]  arg2_node[0.0011]  none
none[0.9981]  arg1_node[0.0009]  arg2_node[0.0010]  none
none[0.9982]  arg1_node[0.0001]  arg2_node[0.0016]  none
none[0.0396]  arg1_node[0.0002]  arg2_node[0.9602]  arg2_node
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9422]  arg1_node[0.0000]  arg2_node[0.0578]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9956]  arg1_node[0.0000]  arg2_node[0.0044]  none
none[0.9957]  arg1_node[0.0000]  arg2_node[0.0043]  none
none[0.9957]  arg1_node[0.0000]  arg2_node[0.0043]  none
none[0.9957]  arg1_node[0.0000]  arg2_node[0.0043]  none
none[0.9957]  arg1_node[0.0000]  arg2_node[0.0043]  none
none[0.9957]  arg1_node[0.0000]  arg2_node[0.0043]  none
none[0.9957]  arg1_node[0.0000]  arg2_node[0.0043]  none
none[0.9942]  arg1_node[0.0001]  arg2_node[0.0057]  none
none[0.9942]  arg1_node[0.0001]  arg2_node[0.0057]  none
none[0.9942]  arg1_node[0.0001]  arg2_node[0.0057]  none
none[0.9633]  arg1_node[0.0356]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9633]  arg1_node[0.0356]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9633]  arg1_node[0.0356]  arg2_node[0.0011]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9889]  arg1_node[0.0108]  arg2_node[0.0003]  none
none[0.9888]  arg1_node[0.0108]  arg2_node[0.0003]  none
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0007]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.9979]  arg1_node[0.0009]  arg2_node[0.0013]  none
none[0.0970]  arg1_node[0.8864]  arg2_node[0.0166]  arg1_node
none[0.7145]  arg1_node[0.0060]  arg2_node[0.2795]  none
none[0.9988]  arg1_node[0.0005]  arg2_node[0.0007]  none
none[0.9988]  arg1_node[0.0005]  arg2_node[0.0007]  none
none[0.9958]  arg1_node[0.0003]  arg2_node[0.0039]  none
none[0.9988]  arg1_node[0.0005]  arg2_node[0.0007]  none
none[0.9988]  arg1_node[0.0005]  arg2_node[0.0007]  none
none[0.9988]  arg1_node[0.0005]  arg2_node[0.0007]  none
