none[0.7094]  arg1_node[0.2901]  arg2_node[0.0004]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9960]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.9959]  arg1_node[0.0035]  arg2_node[0.0005]  none
none[0.1057]  arg1_node[0.8940]  arg2_node[0.0003]  arg1_node
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.0734]  arg1_node[0.0011]  arg2_node[0.9256]  arg2_node
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9689]  arg1_node[0.0002]  arg2_node[0.0309]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9723]  arg1_node[0.0253]  arg2_node[0.0025]  none
none[0.9963]  arg1_node[0.0014]  arg2_node[0.0023]  none
none[0.9894]  arg1_node[0.0082]  arg2_node[0.0024]  none
none[0.8177]  arg1_node[0.1816]  arg2_node[0.0006]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.8177]  arg1_node[0.1816]  arg2_node[0.0006]  none
none[0.9659]  arg1_node[0.0335]  arg2_node[0.0006]  none
none[0.9404]  arg1_node[0.0590]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.4216]  arg1_node[0.5756]  arg2_node[0.0028]  arg1_node
none[0.8927]  arg1_node[0.1060]  arg2_node[0.0013]  none
none[0.9659]  arg1_node[0.0315]  arg2_node[0.0026]  none
none[0.9968]  arg1_node[0.0025]  arg2_node[0.0007]  none
none[0.9988]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0625]  arg1_node[0.0003]  arg2_node[0.9372]  arg2_node
none[0.9649]  arg1_node[0.0001]  arg2_node[0.0351]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9964]  arg1_node[0.0001]  arg2_node[0.0036]  none
none[0.9649]  arg1_node[0.0001]  arg2_node[0.0351]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9442]  arg1_node[0.0527]  arg2_node[0.0031]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9442]  arg1_node[0.0527]  arg2_node[0.0031]  none
none[0.9740]  arg1_node[0.0246]  arg2_node[0.0015]  none
none[0.9740]  arg1_node[0.0246]  arg2_node[0.0015]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9950]  arg1_node[0.0013]  arg2_node[0.0037]  none
none[0.9522]  arg1_node[0.0452]  arg2_node[0.0026]  none
none[0.9743]  arg1_node[0.0242]  arg2_node[0.0014]  none
none[0.9913]  arg1_node[0.0061]  arg2_node[0.0026]  none
none[0.9964]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.2969]  arg1_node[0.6983]  arg2_node[0.0048]  arg1_node
none[0.5642]  arg1_node[0.3981]  arg2_node[0.0377]  none
none[0.7331]  arg1_node[0.1387]  arg2_node[0.1282]  none
none[0.9871]  arg1_node[0.0075]  arg2_node[0.0053]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.9962]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.9962]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.9962]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.5680]  arg1_node[0.0047]  arg2_node[0.4273]  none
none[0.9769]  arg1_node[0.0003]  arg2_node[0.0228]  none
