none[0.9787]  arg1_node[0.0210]  arg2_node[0.0003]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0007]  none
none[0.8997]  arg1_node[0.0997]  arg2_node[0.0006]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0007]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0007]  none
none[0.5917]  arg1_node[0.4074]  arg2_node[0.0009]  none
none[0.8400]  arg1_node[0.1473]  arg2_node[0.0127]  none
none[0.9605]  arg1_node[0.0308]  arg2_node[0.0086]  none
none[0.9986]  arg1_node[0.0008]  arg2_node[0.0005]  none
none[0.9808]  arg1_node[0.0189]  arg2_node[0.0003]  none
none[0.9598]  arg1_node[0.0000]  arg2_node[0.0401]  none
none[0.0865]  arg1_node[0.0018]  arg2_node[0.9117]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.0593]  arg1_node[0.9287]  arg2_node[0.0120]  arg1_node
none[0.6785]  arg1_node[0.0098]  arg2_node[0.3117]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9950]  arg1_node[0.0004]  arg2_node[0.0046]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9952]  arg1_node[0.0011]  arg2_node[0.0037]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9979]  arg1_node[0.0010]  arg2_node[0.0010]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.3359]  arg1_node[0.0002]  arg2_node[0.6638]  arg2_node
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9805]  arg1_node[0.0000]  arg2_node[0.0195]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9397]  arg1_node[0.0588]  arg2_node[0.0015]  none
none[0.2256]  arg1_node[0.0988]  arg2_node[0.6756]  arg2_node
none[0.5626]  arg1_node[0.1010]  arg2_node[0.3364]  none
none[0.9701]  arg1_node[0.0291]  arg2_node[0.0008]  none
none[0.9944]  arg1_node[0.0000]  arg2_node[0.0056]  none
none[0.9944]  arg1_node[0.0000]  arg2_node[0.0056]  none
none[0.9944]  arg1_node[0.0000]  arg2_node[0.0055]  none
none[0.9945]  arg1_node[0.0000]  arg2_node[0.0055]  none
none[0.9093]  arg1_node[0.0001]  arg2_node[0.0906]  none
none[0.9944]  arg1_node[0.0000]  arg2_node[0.0055]  none
none[0.9923]  arg1_node[0.0001]  arg2_node[0.0077]  none
none[0.9923]  arg1_node[0.0001]  arg2_node[0.0077]  none
none[0.9923]  arg1_node[0.0001]  arg2_node[0.0077]  none
none[0.9923]  arg1_node[0.0001]  arg2_node[0.0077]  none
none[0.9923]  arg1_node[0.0001]  arg2_node[0.0077]  none
