doc_156.txt.ptree,0,5,0..6,Flight
doc_156.txt.ptree,0,7,7..20,International
doc_156.txt.ptree,0,9,21..26,Group
doc_156.txt.ptree,0,11,27..31,Inc.
doc_156.txt.ptree,0,14,32..37,named
doc_156.txt.ptree,0,18,38..43,David
doc_156.txt.ptree,0,20,44..46,E.
doc_156.txt.ptree,0,22,47..54,Sandlin
doc_156.txt.ptree,0,24,54..55,COMMA
doc_156.txt.ptree,0,28,56..57,a
doc_156.txt.ptree,0,30,58..64,former
doc_156.txt.ptree,0,32,65..74,president
doc_156.txt.ptree,0,35,75..77,of
doc_156.txt.ptree,0,38,78..81,one
doc_156.txt.ptree,0,41,82..84,of
doc_156.txt.ptree,0,44,85..88,its
doc_156.txt.ptree,0,46,89..94,units
doc_156.txt.ptree,0,48,94..95,COMMA
doc_156.txt.ptree,0,51,96..98,as
doc_156.txt.ptree,0,54,99..107,chairman
doc_156.txt.ptree,0,56,108..111,and
doc_156.txt.ptree,0,58,112..121,president
doc_156.txt.ptree,0,60,121..122,COMMA
doc_156.txt.ptree,0,63,123..132,following
doc_156.txt.ptree,0,67,133..136,the
doc_156.txt.ptree,0,69,137..148,resignation
doc_156.txt.ptree,0,72,149..151,of
doc_156.txt.ptree,0,75,152..159,Richard
doc_156.txt.ptree,0,77,160..162,L.
doc_156.txt.ptree,0,79,163..166,Fry
doc_156.txt.ptree,0,81,166..167,.
doc_156.txt.ptree,1,6,169..175,Flight
doc_156.txt.ptree,1,8,176..189,International
doc_156.txt.ptree,1,10,189..190,COMMA
doc_156.txt.ptree,1,14,191..192,a
doc_156.txt.ptree,1,16,193..201,provider
doc_156.txt.ptree,1,19,202..204,of
doc_156.txt.ptree,1,22,205..213,aviation
doc_156.txt.ptree,1,24,214..222,services
doc_156.txt.ptree,1,26,222..223,COMMA
doc_156.txt.ptree,1,29,224..226,is
doc_156.txt.ptree,1,32,227..236,operating
doc_156.txt.ptree,1,35,237..242,under
doc_156.txt.ptree,1,39,243..250,Chapter
doc_156.txt.ptree,1,41,251..253,11
doc_156.txt.ptree,1,44,254..256,of
doc_156.txt.ptree,1,47,257..260,the
doc_156.txt.ptree,1,49,261..265,U.S.
doc_156.txt.ptree,1,51,266..276,Bankruptcy
doc_156.txt.ptree,1,53,277..281,Code
doc_156.txt.ptree,1,55,281..282,.
doc_156.txt.ptree,2,5,284..285,A
doc_156.txt.ptree,2,7,286..297,spokeswoman
doc_156.txt.ptree,2,10,298..302,said
