none[0.0462]  arg1_node[0.9451]  arg2_node[0.0087]  arg1_node
none[0.6899]  arg1_node[0.0130]  arg2_node[0.2970]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9951]  arg1_node[0.0006]  arg2_node[0.0043]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9967]  arg1_node[0.0020]  arg2_node[0.0014]  none
none[0.9967]  arg1_node[0.0020]  arg2_node[0.0014]  none
none[0.9967]  arg1_node[0.0020]  arg2_node[0.0014]  none
none[0.9967]  arg1_node[0.0020]  arg2_node[0.0014]  none
none[0.9967]  arg1_node[0.0020]  arg2_node[0.0014]  none
none[0.9981]  arg1_node[0.0011]  arg2_node[0.0008]  none
none[0.9967]  arg1_node[0.0020]  arg2_node[0.0014]  none
none[0.9967]  arg1_node[0.0020]  arg2_node[0.0014]  none
none[0.3505]  arg1_node[0.0003]  arg2_node[0.6492]  arg2_node
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9817]  arg1_node[0.0000]  arg2_node[0.0183]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9965]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9966]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9966]  arg1_node[0.0000]  arg2_node[0.0034]  none
none[0.9967]  arg1_node[0.0000]  arg2_node[0.0033]  none
none[0.9939]  arg1_node[0.0001]  arg2_node[0.0060]  none
none[0.0962]  arg1_node[0.9038]  arg2_node[0.0000]  arg1_node
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9695]  arg1_node[0.0303]  arg2_node[0.0002]  none
none[0.9695]  arg1_node[0.0303]  arg2_node[0.0002]  none
none[0.9695]  arg1_node[0.0303]  arg2_node[0.0002]  none
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9695]  arg1_node[0.0303]  arg2_node[0.0002]  none
none[0.9686]  arg1_node[0.0312]  arg2_node[0.0002]  none
none[0.9199]  arg1_node[0.0797]  arg2_node[0.0004]  none
none[0.6238]  arg1_node[0.3757]  arg2_node[0.0005]  none
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9611]  arg1_node[0.0385]  arg2_node[0.0004]  none
none[0.9321]  arg1_node[0.0675]  arg2_node[0.0004]  none
none[0.3874]  arg1_node[0.6108]  arg2_node[0.0018]  arg1_node
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.8786]  arg1_node[0.1205]  arg2_node[0.0009]  none
none[0.9620]  arg1_node[0.0362]  arg2_node[0.0018]  none
none[0.9966]  arg1_node[0.0029]  arg2_node[0.0005]  none
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9957]  arg1_node[0.0038]  arg2_node[0.0005]  none
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9983]  arg1_node[0.0013]  arg2_node[0.0004]  none
none[0.9991]  arg1_node[0.0002]  arg2_node[0.0007]  none
none[0.0882]  arg1_node[0.0005]  arg2_node[0.9113]  arg2_node
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
none[0.9745]  arg1_node[0.0001]  arg2_node[0.0255]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
none[0.9981]  arg1_node[0.0001]  arg2_node[0.0019]  none
none[0.1057]  arg1_node[0.8940]  arg2_node[0.0003]  arg1_node
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.0734]  arg1_node[0.0011]  arg2_node[0.9256]  arg2_node
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9689]  arg1_node[0.0002]  arg2_node[0.0309]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9723]  arg1_node[0.0253]  arg2_node[0.0025]  none
none[0.9963]  arg1_node[0.0014]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.2063]  arg1_node[0.7869]  arg2_node[0.0067]  arg1_node
none[0.9954]  arg1_node[0.0016]  arg2_node[0.0030]  none
none[0.9954]  arg1_node[0.0016]  arg2_node[0.0030]  none
none[0.9954]  arg1_node[0.0016]  arg2_node[0.0030]  none
none[0.9935]  arg1_node[0.0022]  arg2_node[0.0043]  none
none[0.9954]  arg1_node[0.0016]  arg2_node[0.0030]  none
none[0.9954]  arg1_node[0.0016]  arg2_node[0.0030]  none
none[0.9935]  arg1_node[0.0022]  arg2_node[0.0043]  none
none[0.8645]  arg1_node[0.0408]  arg2_node[0.0948]  none
none[0.9817]  arg1_node[0.0001]  arg2_node[0.0182]  none
none[0.9817]  arg1_node[0.0001]  arg2_node[0.0182]  none
none[0.9817]  arg1_node[0.0001]  arg2_node[0.0182]  none
none[0.9817]  arg1_node[0.0001]  arg2_node[0.0182]  none
none[0.9817]  arg1_node[0.0001]  arg2_node[0.0182]  none
none[0.9817]  arg1_node[0.0001]  arg2_node[0.0182]  none
none[0.9817]  arg1_node[0.0001]  arg2_node[0.0182]  none
none[0.9817]  arg1_node[0.0001]  arg2_node[0.0182]  none
