none[0.9797]  arg1_node[0.0200]  arg2_node[0.0002]  none
none[0.9796]  arg1_node[0.0201]  arg2_node[0.0002]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.5339]  arg1_node[0.4651]  arg2_node[0.0010]  none
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.3095]  arg1_node[0.6864]  arg2_node[0.0040]  arg1_node
none[0.9737]  arg1_node[0.0242]  arg2_node[0.0021]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0001]  arg2_node[0.0028]  none
none[0.2269]  arg1_node[0.7689]  arg2_node[0.0042]  arg1_node
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9606]  arg1_node[0.0365]  arg2_node[0.0029]  none
none[0.9828]  arg1_node[0.0164]  arg2_node[0.0008]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
none[0.9987]  arg1_node[0.0002]  arg2_node[0.0012]  none
none[0.0552]  arg1_node[0.0003]  arg2_node[0.9445]  arg2_node
none[0.9968]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9584]  arg1_node[0.0001]  arg2_node[0.0415]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9523]  arg1_node[0.0471]  arg2_node[0.0006]  none
none[0.8162]  arg1_node[0.1277]  arg2_node[0.0562]  none
none[0.9982]  arg1_node[0.0012]  arg2_node[0.0007]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.0593]  arg1_node[0.9287]  arg2_node[0.0120]  arg1_node
none[0.6785]  arg1_node[0.0098]  arg2_node[0.3117]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9950]  arg1_node[0.0004]  arg2_node[0.0046]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0008]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0008]  arg2_node[0.0008]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.3359]  arg1_node[0.0002]  arg2_node[0.6638]  arg2_node
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9805]  arg1_node[0.0000]  arg2_node[0.0195]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9842]  arg1_node[0.0000]  arg2_node[0.0158]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9936]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.9936]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.9936]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.9936]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.9936]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.9936]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.9936]  arg1_node[0.0001]  arg2_node[0.0064]  none
none[0.2718]  arg1_node[0.7268]  arg2_node[0.0014]  arg1_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9532]  arg1_node[0.0384]  arg2_node[0.0084]  none
none[0.9984]  arg1_node[0.0011]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0011]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0011]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0011]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0011]  arg2_node[0.0005]  none
none[0.9761]  arg1_node[0.0236]  arg2_node[0.0003]  none
none[0.9604]  arg1_node[0.0001]  arg2_node[0.0395]  none
none[0.0878]  arg1_node[0.0023]  arg2_node[0.9099]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9884]  arg1_node[0.0109]  arg2_node[0.0007]  none
none[0.9980]  arg1_node[0.0013]  arg2_node[0.0007]  none
