none[0.9629]  arg1_node[0.0328]  arg2_node[0.0043]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9765]  arg1_node[0.0232]  arg2_node[0.0003]  none
none[0.4908]  arg1_node[0.5083]  arg2_node[0.0010]  arg1_node
none[0.2739]  arg1_node[0.7222]  arg2_node[0.0039]  arg1_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9691]  arg1_node[0.0287]  arg2_node[0.0022]  none
none[0.9866]  arg1_node[0.0128]  arg2_node[0.0006]  none
none[0.9580]  arg1_node[0.0414]  arg2_node[0.0006]  none
none[0.9774]  arg1_node[0.0220]  arg2_node[0.0006]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0715]  arg1_node[0.0003]  arg2_node[0.9282]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9681]  arg1_node[0.0001]  arg2_node[0.0318]  none
none[0.9988]  arg1_node[0.0001]  arg2_node[0.0011]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
