doc_99.txt.ptree,0,5,0..2,In
doc_99.txt.ptree,0,9,3..5,an
doc_99.txt.ptree,0,11,6..12,action
doc_99.txt.ptree,0,14,13..17,with
doc_99.txt.ptree,0,18,18..26,possible
doc_99.txt.ptree,0,20,27..39,implications
doc_99.txt.ptree,0,23,40..43,for
doc_99.txt.ptree,0,26,44..49,other
doc_99.txt.ptree,0,28,50..56,states
doc_99.txt.ptree,0,30,56..57,COMMA
doc_99.txt.ptree,0,33,58..68,California
doc_99.txt.ptree,0,35,69..73,Gov.
doc_99.txt.ptree,0,37,74..78,Pete
doc_99.txt.ptree,0,39,79..85,Wilson
doc_99.txt.ptree,0,42,86..92,signed
doc_99.txt.ptree,0,45,93..97,into
doc_99.txt.ptree,0,48,98..101,law
doc_99.txt.ptree,0,52,102..103,a
doc_99.txt.ptree,0,54,104..114,compromise
doc_99.txt.ptree,0,56,115..124,agreement
doc_99.txt.ptree,0,59,125..129,with
doc_99.txt.ptree,0,63,130..133,the
doc_99.txt.ptree,0,65,134..141,federal
doc_99.txt.ptree,0,67,142..152,government
doc_99.txt.ptree,0,71,153..157,that
doc_99.txt.ptree,0,75,158..165,revamps
doc_99.txt.ptree,0,79,166..180,auto-emissions
doc_99.txt.ptree,0,82,181..188,testing
doc_99.txt.ptree,0,85,189..191,in
doc_99.txt.ptree,0,88,192..195,his
doc_99.txt.ptree,0,90,196..201,state
doc_99.txt.ptree,0,92,201..202,.
doc_99.txt.ptree,1,5,204..206,As
doc_99.txt.ptree,1,9,207..215,reported
doc_99.txt.ptree,1,11,215..216,COMMA
doc_99.txt.ptree,1,14,217..227,California
doc_99.txt.ptree,1,18,228..231,had
doc_99.txt.ptree,1,21,232..236,been
doc_99.txt.ptree,1,24,237..246,resisting
doc_99.txt.ptree,1,28,247..250,new
doc_99.txt.ptree,1,30,251..268,emissions-testing
doc_99.txt.ptree,1,32,269..274,rules
doc_99.txt.ptree,1,35,275..281,issued
doc_99.txt.ptree,1,38,282..284,by
doc_99.txt.ptree,1,41,285..288,the
doc_99.txt.ptree,1,43,289..296,federal
doc_99.txt.ptree,1,45,297..310,Environmental
doc_99.txt.ptree,1,47,311..321,Protection
doc_99.txt.ptree,1,49,322..328,Agency
doc_99.txt.ptree,1,53,329..333,that
doc_99.txt.ptree,1,57,334..339,would
doc_99.txt.ptree,1,60,340..344,have
doc_99.txt.ptree,1,63,345..350,taken
doc_99.txt.ptree,1,66,351..355,away
doc_99.txt.ptree,1,69,356..359,the
doc_99.txt.ptree,1,71,360..367,testing
doc_99.txt.ptree,1,73,368..372,work
doc_99.txt.ptree,1,76,373..377,from
doc_99.txt.ptree,1,79,378..385,several
doc_99.txt.ptree,1,81,386..394,thousand
doc_99.txt.ptree,1,83,395..402,service
doc_99.txt.ptree,1,85,403..411,stations
doc_99.txt.ptree,1,87,412..415,and
doc_99.txt.ptree,1,89,416..422,repair
doc_99.txt.ptree,1,91,423..428,shops
doc_99.txt.ptree,1,93,429..432,and
doc_99.txt.ptree,1,96,433..441,directed
doc_99.txt.ptree,1,99,442..444,it
doc_99.txt.ptree,1,102,445..447,to
doc_99.txt.ptree,1,106,448..449,a
doc_99.txt.ptree,1,109,450..460,relatively
doc_99.txt.ptree,1,111,461..466,small
doc_99.txt.ptree,1,113,467..473,number
doc_99.txt.ptree,1,116,474..476,of
doc_99.txt.ptree,1,119,477..482,large
doc_99.txt.ptree,1,121,483..492,test-only
doc_99.txt.ptree,1,123,493..503,facilities
doc_99.txt.ptree,1,125,503..504,.
doc_99.txt.ptree,2,6,506..515,Officials
doc_99.txt.ptree,2,9,516..518,in
doc_99.txt.ptree,2,13,519..526,several
doc_99.txt.ptree,2,15,527..532,other
doc_99.txt.ptree,2,17,533..539,states
doc_99.txt.ptree,2,21,540..543,who
doc_99.txt.ptree,2,25,544..548,also
doc_99.txt.ptree,2,28,549..555,oppose
doc_99.txt.ptree,2,31,556..559,the
doc_99.txt.ptree,2,33,560..563,new
doc_99.txt.ptree,2,35,564..567,EPA
