none[0.4458]  arg1_node[0.5434]  arg2_node[0.0108]  arg1_node
none[0.9977]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.9977]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.3772]  arg1_node[0.0487]  arg2_node[0.5741]  arg2_node
none[0.9174]  arg1_node[0.0806]  arg2_node[0.0020]  none
none[0.9978]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.9978]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.9978]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.9969]  arg1_node[0.0009]  arg2_node[0.0021]  none
none[0.9969]  arg1_node[0.0009]  arg2_node[0.0021]  none
none[0.9969]  arg1_node[0.0009]  arg2_node[0.0021]  none
none[0.9978]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.9978]  arg1_node[0.0007]  arg2_node[0.0016]  none
none[0.9969]  arg1_node[0.0009]  arg2_node[0.0021]  none
none[0.9969]  arg1_node[0.0009]  arg2_node[0.0021]  none
none[0.7084]  arg1_node[0.0358]  arg2_node[0.2559]  none
none[0.9806]  arg1_node[0.0185]  arg2_node[0.0009]  none
none[0.9247]  arg1_node[0.0052]  arg2_node[0.0702]  none
none[0.9742]  arg1_node[0.0000]  arg2_node[0.0258]  none
none[0.9933]  arg1_node[0.0000]  arg2_node[0.0067]  none
none[0.9933]  arg1_node[0.0000]  arg2_node[0.0067]  none
none[0.9932]  arg1_node[0.0000]  arg2_node[0.0067]  none
none[0.9932]  arg1_node[0.0000]  arg2_node[0.0067]  none
none[0.9661]  arg1_node[0.0335]  arg2_node[0.0004]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0009]  none
none[0.9660]  arg1_node[0.0336]  arg2_node[0.0004]  none
none[0.9657]  arg1_node[0.0339]  arg2_node[0.0004]  none
none[0.9654]  arg1_node[0.0342]  arg2_node[0.0004]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0009]  none
none[0.9654]  arg1_node[0.0342]  arg2_node[0.0004]  none
none[0.9266]  arg1_node[0.0726]  arg2_node[0.0008]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0009]  none
none[0.2862]  arg1_node[0.7122]  arg2_node[0.0015]  arg1_node
none[0.2024]  arg1_node[0.7929]  arg2_node[0.0047]  arg1_node
none[0.9544]  arg1_node[0.0419]  arg2_node[0.0036]  none
none[0.9956]  arg1_node[0.0034]  arg2_node[0.0009]  none
none[0.9931]  arg1_node[0.0059]  arg2_node[0.0009]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0002]  arg2_node[0.0014]  none
none[0.0447]  arg1_node[0.0003]  arg2_node[0.9550]  arg2_node
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9486]  arg1_node[0.0001]  arg2_node[0.0513]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.9961]  arg1_node[0.0001]  arg2_node[0.0039]  none
none[0.4239]  arg1_node[0.5744]  arg2_node[0.0016]  arg1_node
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9512]  arg1_node[0.0447]  arg2_node[0.0041]  none
none[0.9954]  arg1_node[0.0040]  arg2_node[0.0006]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0004]  arg2_node[0.0005]  none
none[0.9867]  arg1_node[0.0123]  arg2_node[0.0010]  none
none[0.9878]  arg1_node[0.0119]  arg2_node[0.0003]  none
none[0.0841]  arg1_node[0.0010]  arg2_node[0.9149]  arg2_node
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9473]  arg1_node[0.0000]  arg2_node[0.0526]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9977]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.2739]  arg1_node[0.7222]  arg2_node[0.0039]  arg1_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9691]  arg1_node[0.0287]  arg2_node[0.0022]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0715]  arg1_node[0.0003]  arg2_node[0.9282]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9681]  arg1_node[0.0001]  arg2_node[0.0318]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0024]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9969]  arg1_node[0.0001]  arg2_node[0.0031]  none
none[0.9642]  arg1_node[0.0285]  arg2_node[0.0072]  none
none[0.5642]  arg1_node[0.3981]  arg2_node[0.0377]  none
none[0.7331]  arg1_node[0.1387]  arg2_node[0.1282]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.9871]  arg1_node[0.0075]  arg2_node[0.0053]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0028]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.9963]  arg1_node[0.0010]  arg2_node[0.0027]  none
none[0.5680]  arg1_node[0.0047]  arg2_node[0.4273]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0117]  none
none[0.9769]  arg1_node[0.0003]  arg2_node[0.0228]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0117]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9881]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.9882]  arg1_node[0.0000]  arg2_node[0.0118]  none
none[0.1057]  arg1_node[0.8940]  arg2_node[0.0003]  arg1_node
none[0.9987]  arg1_node[0.0005]  arg2_node[0.0009]  none
none[0.0734]  arg1_node[0.0011]  arg2_node[0.9256]  arg2_node
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9689]  arg1_node[0.0002]  arg2_node[0.0309]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0022]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9723]  arg1_node[0.0253]  arg2_node[0.0025]  none
none[0.9893]  arg1_node[0.0083]  arg2_node[0.0024]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0002]  arg2_node[0.0023]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
none[0.9968]  arg1_node[0.0002]  arg2_node[0.0030]  none
