none[0.2550]  arg1_node[0.7408]  arg2_node[0.0042]  arg1_node
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9659]  arg1_node[0.0315]  arg2_node[0.0026]  none
none[0.9852]  arg1_node[0.0141]  arg2_node[0.0007]  none
none[0.9976]  arg1_node[0.0015]  arg2_node[0.0008]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9988]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0625]  arg1_node[0.0003]  arg2_node[0.9372]  arg2_node
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9634]  arg1_node[0.0001]  arg2_node[0.0366]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.0593]  arg1_node[0.9287]  arg2_node[0.0120]  arg1_node
none[0.6785]  arg1_node[0.0098]  arg2_node[0.3117]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9950]  arg1_node[0.0004]  arg2_node[0.0046]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.3359]  arg1_node[0.0002]  arg2_node[0.6638]  arg2_node
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9805]  arg1_node[0.0000]  arg2_node[0.0195]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.1819]  arg1_node[0.0367]  arg2_node[0.7814]  arg2_node
none[0.0640]  arg1_node[0.8727]  arg2_node[0.0634]  arg1_node
none[0.9848]  arg1_node[0.0027]  arg2_node[0.0126]  none
none[0.9848]  arg1_node[0.0027]  arg2_node[0.0125]  none
none[0.9849]  arg1_node[0.0026]  arg2_node[0.0125]  none
none[0.9848]  arg1_node[0.0027]  arg2_node[0.0126]  none
none[0.9848]  arg1_node[0.0027]  arg2_node[0.0126]  none
none[0.1390]  arg1_node[0.0616]  arg2_node[0.7994]  arg2_node
none[0.9245]  arg1_node[0.0686]  arg2_node[0.0069]  none
none[0.9486]  arg1_node[0.0001]  arg2_node[0.0513]  none
none[0.5106]  arg1_node[0.0001]  arg2_node[0.4894]  none
none[0.9492]  arg1_node[0.0001]  arg2_node[0.0507]  none
none[0.9489]  arg1_node[0.0001]  arg2_node[0.0509]  none
none[0.0593]  arg1_node[0.9287]  arg2_node[0.0120]  arg1_node
none[0.6785]  arg1_node[0.0098]  arg2_node[0.3117]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0008]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9950]  arg1_node[0.0004]  arg2_node[0.0046]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9983]  arg1_node[0.0009]  arg2_node[0.0008]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9983]  arg1_node[0.0008]  arg2_node[0.0008]  none
none[0.3359]  arg1_node[0.0002]  arg2_node[0.6638]  arg2_node
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9805]  arg1_node[0.0000]  arg2_node[0.0195]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.2260]  arg1_node[0.7664]  arg2_node[0.0076]  arg1_node
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9582]  arg1_node[0.0365]  arg2_node[0.0053]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9684]  arg1_node[0.0302]  arg2_node[0.0014]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9974]  arg1_node[0.0013]  arg2_node[0.0013]  none
none[0.9965]  arg1_node[0.0018]  arg2_node[0.0017]  none
none[0.9965]  arg1_node[0.0018]  arg2_node[0.0017]  none
none[0.9965]  arg1_node[0.0018]  arg2_node[0.0017]  none
none[0.9977]  arg1_node[0.0002]  arg2_node[0.0021]  none
none[0.0312]  arg1_node[0.0002]  arg2_node[0.9686]  arg2_node
none[0.9271]  arg1_node[0.0001]  arg2_node[0.0728]  none
none[0.9840]  arg1_node[0.0001]  arg2_node[0.0159]  none
none[0.9839]  arg1_node[0.0001]  arg2_node[0.0161]  none
none[0.9944]  arg1_node[0.0001]  arg2_node[0.0056]  none
none[0.9943]  arg1_node[0.0001]  arg2_node[0.0056]  none
none[0.9943]  arg1_node[0.0001]  arg2_node[0.0056]  none
none[0.9943]  arg1_node[0.0001]  arg2_node[0.0056]  none
none[0.9943]  arg1_node[0.0001]  arg2_node[0.0056]  none
none[0.9943]  arg1_node[0.0001]  arg2_node[0.0056]  none
none[0.9530]  arg1_node[0.0460]  arg2_node[0.0010]  none
none[0.9977]  arg1_node[0.0011]  arg2_node[0.0012]  none
none[0.9875]  arg1_node[0.0122]  arg2_node[0.0003]  none
none[0.1219]  arg1_node[0.8776]  arg2_node[0.0005]  arg1_node
none[0.8576]  arg1_node[0.1416]  arg2_node[0.0008]  none
none[0.9987]  arg1_node[0.0006]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0008]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0008]  arg2_node[0.0009]  none
none[0.9983]  arg1_node[0.0008]  arg2_node[0.0009]  none
none[0.2200]  arg1_node[0.0003]  arg2_node[0.7797]  arg2_node
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9970]  arg1_node[0.0000]  arg2_node[0.0030]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0028]  none
none[0.5133]  arg1_node[0.4858]  arg2_node[0.0009]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9770]  arg1_node[0.0228]  arg2_node[0.0003]  none
none[0.1203]  arg1_node[0.1610]  arg2_node[0.7187]  arg2_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0715]  arg1_node[0.0003]  arg2_node[0.9282]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9681]  arg1_node[0.0001]  arg2_node[0.0318]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.0593]  arg1_node[0.9287]  arg2_node[0.0120]  arg1_node
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.9970]  arg1_node[0.0015]  arg2_node[0.0015]  none
none[0.3359]  arg1_node[0.0002]  arg2_node[0.6638]  arg2_node
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9805]  arg1_node[0.0000]  arg2_node[0.0195]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0036]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9963]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9962]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9962]  arg1_node[0.0000]  arg2_node[0.0037]  none
none[0.9962]  arg1_node[0.0000]  arg2_node[0.0038]  none
none[0.4370]  arg1_node[0.5478]  arg2_node[0.0152]  arg1_node
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.9958]  arg1_node[0.0023]  arg2_node[0.0019]  none
none[0.7113]  arg1_node[0.0105]  arg2_node[0.2782]  none
none[0.9938]  arg1_node[0.0001]  arg2_node[0.0061]  none
none[0.9875]  arg1_node[0.0006]  arg2_node[0.0120]  none
none[0.9938]  arg1_node[0.0001]  arg2_node[0.0062]  none
none[0.9938]  arg1_node[0.0001]  arg2_node[0.0062]  none
none[0.9938]  arg1_node[0.0001]  arg2_node[0.0062]  none
none[0.9938]  arg1_node[0.0001]  arg2_node[0.0062]  none
none[0.9937]  arg1_node[0.0001]  arg2_node[0.0062]  none
none[0.7113]  arg1_node[0.0105]  arg2_node[0.2782]  none
none[0.9938]  arg1_node[0.0001]  arg2_node[0.0061]  none
none[0.9938]  arg1_node[0.0001]  arg2_node[0.0061]  none
none[0.9938]  arg1_node[0.0001]  arg2_node[0.0061]  none
