none[0.7944]  arg1_node[0.1437]  arg2_node[0.0619]  none
none[0.1710]  arg1_node[0.6669]  arg2_node[0.1621]  arg1_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9718]  arg1_node[0.0274]  arg2_node[0.0007]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0010]  arg2_node[0.0007]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.9972]  arg1_node[0.0017]  arg2_node[0.0011]  none
none[0.1905]  arg1_node[0.0325]  arg2_node[0.7769]  arg2_node
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0028]  none
none[0.9956]  arg1_node[0.0012]  arg2_node[0.0032]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0028]  none
none[0.9971]  arg1_node[0.0000]  arg2_node[0.0029]  none
none[0.9065]  arg1_node[0.0930]  arg2_node[0.0005]  none
none[0.3200]  arg1_node[0.6791]  arg2_node[0.0009]  arg1_node
none[0.9986]  arg1_node[0.0009]  arg2_node[0.0005]  none
none[0.9991]  arg1_node[0.0001]  arg2_node[0.0008]  none
none[0.0770]  arg1_node[0.0003]  arg2_node[0.9227]  arg2_node
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9705]  arg1_node[0.0000]  arg2_node[0.0294]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9912]  arg1_node[0.0065]  arg2_node[0.0024]  none
none[0.9974]  arg1_node[0.0004]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0021]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9978]  arg1_node[0.0000]  arg2_node[0.0022]  none
none[0.9650]  arg1_node[0.0330]  arg2_node[0.0020]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9650]  arg1_node[0.0330]  arg2_node[0.0020]  none
none[0.9650]  arg1_node[0.0330]  arg2_node[0.0020]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9650]  arg1_node[0.0330]  arg2_node[0.0020]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9650]  arg1_node[0.0330]  arg2_node[0.0020]  none
none[0.9969]  arg1_node[0.0008]  arg2_node[0.0023]  none
none[0.9650]  arg1_node[0.0330]  arg2_node[0.0020]  none
none[0.9650]  arg1_node[0.0330]  arg2_node[0.0020]  none
none[0.9807]  arg1_node[0.0182]  arg2_node[0.0011]  none
none[0.9977]  arg1_node[0.0006]  arg2_node[0.0017]  none
none[0.9829]  arg1_node[0.0161]  arg2_node[0.0010]  none
none[0.9927]  arg1_node[0.0000]  arg2_node[0.0073]  none
