none[0.9590]  arg1_node[0.0360]  arg2_node[0.0049]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9982]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9742]  arg1_node[0.0255]  arg2_node[0.0003]  none
none[0.4666]  arg1_node[0.5324]  arg2_node[0.0011]  arg1_node
none[0.2550]  arg1_node[0.7408]  arg2_node[0.0042]  arg1_node
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9659]  arg1_node[0.0315]  arg2_node[0.0026]  none
none[0.9949]  arg1_node[0.0044]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9949]  arg1_node[0.0044]  arg2_node[0.0007]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9983]  arg1_node[0.0011]  arg2_node[0.0006]  none
none[0.9988]  arg1_node[0.0002]  arg2_node[0.0010]  none
none[0.0625]  arg1_node[0.0003]  arg2_node[0.9372]  arg2_node
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9634]  arg1_node[0.0001]  arg2_node[0.0366]  none
none[0.9972]  arg1_node[0.0001]  arg2_node[0.0027]  none
none[0.9784]  arg1_node[0.0211]  arg2_node[0.0005]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9756]  arg1_node[0.0241]  arg2_node[0.0003]  none
none[0.6291]  arg1_node[0.3701]  arg2_node[0.0007]  none
none[0.4336]  arg1_node[0.5653]  arg2_node[0.0010]  arg1_node
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.8549]  arg1_node[0.1446]  arg2_node[0.0006]  none
none[0.9016]  arg1_node[0.0972]  arg2_node[0.0011]  none
none[0.9691]  arg1_node[0.0287]  arg2_node[0.0022]  none
none[0.9866]  arg1_node[0.0128]  arg2_node[0.0006]  none
none[0.9580]  arg1_node[0.0414]  arg2_node[0.0006]  none
none[0.9774]  arg1_node[0.0220]  arg2_node[0.0006]  none
none[0.9984]  arg1_node[0.0010]  arg2_node[0.0005]  none
none[0.9990]  arg1_node[0.0001]  arg2_node[0.0009]  none
none[0.0715]  arg1_node[0.0003]  arg2_node[0.9282]  arg2_node
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9681]  arg1_node[0.0001]  arg2_node[0.0318]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9932]  arg1_node[0.0001]  arg2_node[0.0067]  none
none[0.9932]  arg1_node[0.0001]  arg2_node[0.0068]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
none[0.9976]  arg1_node[0.0000]  arg2_node[0.0023]  none
